id;titulo;fecha_publicación;num_páginas ;ranking;language_code;ratings_count;text_reviews_count;publisher
10296;Experiencing Father's Embrace;04/01/2006;256;4.33;eng;545;44;Destiny Image Incorporated
10297;Essays;10/15/2002;1369;4.33;eng;607;48;Everyman's Library Classics
10298;View With a Grain of Sand: Selected Poems;5/26/1995;214;4.33;eng;3479;211;Mariner Books
10299;View with a Grain of Sand: Selected Poems;10/23/1996;214;4.33;eng;33;7;Faber  Faber
10300;On Writing: A Memoir;09/01/2001;384;4.33;eng;1118;142;New English Library
10301;Son of the Shadows (Sevenwaters  #2);6/17/2002;608;4.33;eng;24253;1070;Tor Books
10302;Peace Is Every Step: The Path of Mindfulness in Everyday Life;03/01/1992;160;4.33;eng;25071;1156;Bantam
10303;Black on Red: My 44 Years Inside the Soviet Union: An Autobiography;12/31/1988;436;4.33;eng;80;14;Acropolis Books (NY)
10304;Seven Nights;5/29/1985;121;4.33;eng;1037;60;New Directions Publishing Corporation
10305;Expository Writing: Mini-Lessons * Strategies * Activities;04/01/1998;88;4.33;eng;3;0;Teaching Resources
10306;The Spiral Stair (Arabel and Mortimer  #6);08/01/2000;62;4.33;eng;35;5;Barn Owl Books
10307;Mythology: The DC Comics Art of Alex Ross;11/08/2005;320;4.33;eng;1994;37;Pantheon
10308;Edgar Allan Poe A to Z;04/01/2001;320;4.33;eng;8;0;Checkmark Books
10309;Heathersleigh Homecoming (Secrets of Heathersleigh Hall  #3);10/01/1999;429;4.33;eng;194;15;Bethany House Publishers
10310;Uzumaki: Spiral into Horror  Vol. 2.;07/06/2002;208;4.33;eng;7275;286;Viz Media
10311;Marcel Proust: A Life;02/08/2002;992;4.33;eng;14;4;Yale University Press
10312;A Practical Guide to Dragons;9/26/2006;80;4.33;eng;577;36;Mirrorstone
10313;A Farewell to Arms?: Beyond the Good Friday Agreement;4/18/2006;624;4.33;eng;0;0;Manchester University Press
10314;For a Few Demons More (The Hollows  #5);3/20/2007;456;4.33;eng;48049;1104;Harper Voyager
10315;Embracing Love  Vol. 6;06/01/2008;216;4.33;eng;315;7;Be Beautiful
10316;A Woman in Berlin: Eight Weeks in the Conquered City: A Diary;07/11/2006;261;4.33;eng;6232;713;Picador
10317;A Mad People's History of Madness;3/15/1982;384;4.33;eng;9;0;University of Pittsburgh Press
10318;The Conquering Sword of Conan (Conan the Cimmerian  #3);11/29/2005;416;4.33;eng;3697;83;Del Rey
10319;Broken Vessels;11/01/1992;195;4.33;eng;351;45;David R. Godine Publisher
10320;Guards! Guards! (Discworld  #8);7/31/2001;355;4.33;eng;67;2;Turtleback Books
10321;Star Wars: The Complete Visual Dictionary;9/25/2006;272;4.33;eng;1094;40;DK Children
10322;Star Wars: The Ultimate Visual Guide;3/19/2007;160;4.33;eng;945;17;DK Children
10323;Dr. Seuss (First Biographies);01/01/2005;24;4.33;eng;14;1;Capstone Press
10324;The Complete Essays of Mark Twain;11/02/2000;732;4.33;eng;195;15;Da Capo Press
10325;The Guide to Hollywood and Beverly Hills;1/16/1984;174;4.33;eng;3;0;Random House Value Publishing
10326;Black Like Us: A Century of Lesbian  Gay  and Bisexual African American Fiction;5/28/2002;600;4.33;eng;127;16;Cleis Press
10327;The Nature of Play: Great Apes and Humans;12/06/2004;308;4.33;eng;3;1;The Guilford Press
10328;The Portable Walt Whitman;12/30/2003;570;4.33;eng;82;5;Penguin Books
10329;La danza de la muerte;07/10/1986;613;4.34;spa;64;3;Plaza & Janes Editores Sa
10330;The Stand: Das letzte Gefecht;09/01/2003;1227;4.34;ger;256;16;Bastei Lübbe
10331;In the Name of Jesus: Reflections on Christian Leadership;10/01/1992;120;4.34;eng;8228;410;Crossroad
10332;Three by Annie Dillard: Pilgrim at Tinker Creek  An American Childhood  The Writing Life;11/21/1990;617;4.34;eng;562;42;Harper Perennial
10333;Battlefield of the Mind: Winning the Battle in Your Mind;10/01/2002;288;4.34;eng;27204;698;FaithWords
10334;Diary of a Mistress;08/01/2006;182;4.34;eng;2484;88;Touchstone
10335;Paths to God: Living the Bhagavad Gita;10/25/2005;352;4.34;eng;616;49;Harmony
10336;A Light in the Attic (Book & CD);10/09/2001;176;4.34;eng;597;21;HarperCollins
10337;The Living Blood (African Immortals  #2);01/01/2002;515;4.34;eng;1862;124;Washington Square Press
10338;My Secret: A PostSecret Book;10/24/2006;144;4.34;eng;5874;281;William Morrow
10339;Annals of the Former World;01/06/1999;720;4.34;eng;3115;228;Farrar  Straus and Giroux
10340;The Normans in Sicily: The Normans in the South 1016-1130 and the Kingdom in the Sun 1130-1194;09/01/2004;816;4.34;eng;268;16;Penguin Global
10341;The Collected Poems of Wilfred Owen;1/17/1965;192;4.34;eng;3151;106;New Directions
10342;Lectures on Literature;12/16/2002;385;4.34;eng;1606;83;Mariner Books
10343;Absolute Truths (Starbridge  #6);8/14/1996;672;4.34;eng;1066;52;Random House Value Publishing
10344;The Plague  The Fall  Exile and the Kingdom  and Selected Essays;8/17/2004;656;4.34;eng;843;30;Everyman's Library
10345;Death Note  Vol. 5: Whiteout (Death Note  #5);05/02/2006;201;4.34;eng;19274;583;VIZ Media LLC
10346;Bleach  Volume 16;12/05/2006;208;4.34;eng;5763;75;VIZ Media LLC
10347;Bleach  Volume 18;04/03/2007;208;4.34;eng;7781;70;VIZ Media LLC
10348;Chosen By God: Know God's Perfect Plan for His Glory and His Children;9/21/1994;208;4.34;eng;6861;205;Tyndale Momentum
10349;Maus I: A Survivor's Tale: My Father Bleeds History (Maus  #1);11/01/1991;159;4.34;eng;203013;4873;Pantheon Books
10350;Later Works: Black Boy (American Hunger) / The Outsider;10/01/1991;887;4.34;eng;53;7;Library of America
10351;Joy in the Morning;04/06/1998;2;4.34;eng;49;7;BBC Audiobooks
10352;The Dot and the Line: A Romance in Lower Mathematics;02/12/1977;62;4.34;eng;57;6;Random House
10353;Joy in the Morning (Jeeves  #8);3/14/2002;296;4.34;eng;38;0;Everyman
10354;Problems of Dostoevsky's Poetics;6/21/1984;334;4.34;eng;641;29;University Of Minnesota Press
10355;The Malloreon  Vol. 1: Guardians of the West / King of the Murgos / Demon Lord of Karanda (The Malloreon  #1-3);8/30/2005;816;4.34;eng;4839;71;Del Rey
10356;Terry: Terry Fox and His Marathon of Hope;08/04/2005;176;4.34;eng;256;22;Douglas & McIntyre
10357;Transmetropolitan  Vol. 2: Lust for Life;02/01/1999;208;4.34;eng;15496;281;Vertigo
10358;Discourses  Books 3-4. The Enchiridion (Loeb Classical Library #218);01/01/1928;576;4.34;eng;110;7;Harvard University Press (Cambridge)
10359;Postwar: A History of Europe Since 1945;09/05/2006;933;4.34;eng;8017;571;Penguin Books
10360;Tales of Mystery and Madness;8/30/2011;135;4.34;eng;2226;139;Atheneum
10361;A Light in the Attic;10/07/2002;176;4.34;eng;349247;2567;Harpercollins Childrens Books
10362;The Missing Piece Meets the Big O;1/24/2006;104;4.34;eng;10503;505;HarperCollins
10363;Embracing Love  Vol. 4;01/01/2007;208;4.34;eng;594;9;Be Beautiful
10364;Japan at War:  An Oral History;10/01/1993;493;4.34;eng;718;87;New Press (NY)
10365;Lorca & Jimenez: Selected Poems;4/30/1997;208;4.34;eng;114;8;Beacon Press
10366;The Harry Bosch Novels  Volume 1: The Black Echo / The Black Ice / The Concrete Blonde (Harry Bosch #1-3);10/22/2001;794;4.34;eng;2023;83;Little  Brown & Company
10367;Tales;02/03/2005;838;4.34;eng;2525;174;Library of America
10368;The Dream Kingdom (The Morland Dynasty  #26);11/01/2004;640;4.34;eng;195;7;Little  Brown Book Group
10369;Love Poems and Sonnets;09/03/1957;160;4.34;eng;5808;64;Doubleday Books
10370;The Complete Sonnets and Poems;7/18/2002;624;4.34;eng;5487;43;Oxford University Press
10371;Exodus;10/01/1986;608;4.34;eng;85927;1520;Bantam Books  Inc.
10372;The Portable Dorothy Parker;3/28/2006;626;4.34;eng;1447;199;Penguin Books
10373;Remembrance of Things Past (Boxed Set);03/05/1981;3400;4.34;eng;6;1;Chatto & Windus
10374;The Hidden Smile of God: The Fruit of Affliction in the Lives of John Bunyan  William Cowper  and David Brainerd (The Swans Are Not Silent  #2);1/15/2001;175;4.34;eng;675;61;Crossway Books
10375;Una Vida Con Proposito Volumen 6;5/31/2005;56;4.35;spa;26;3;Vida
10376;History of the Peloponnesian War: Bk. 5-6;01/01/1921;400;4.35;mul;38;0;Harvard University Press
10377;Flowers of Evil and Other Works/Les Fleurs du Mal et Oeuvres Choisies : A Dual-Language Book (Dover Foreign Language Study Guides) (English and French Edition);05/01/1992;304;4.35;fre;569;24;Dover Publications
10378;Franz Kafka: The Complete Stories;01/01/1987;486;4.35;eng;59;3;Schocken
10379;Life at Blandings;01/05/1988;608;4.35;eng;2651;47;Penguin Books
10380;Slaughterhouse: The Shocking Story of Greed  Neglect  And Inhumane Treatment Inside the U.S. Meat Industry;11/01/2006;328;4.35;eng;1250;144;Prometheus Books
10381;Rosa;10/01/2005;40;4.35;eng;6097;635;Henry Holt and Co. (BYR)
10382;Different Seasons;10/01/1983;560;4.35;eng;188;24;Futura
10383;The Power of One (The Power of One  #1);9/29/1996;544;4.35;eng;69167;4551;Ballantine Books
10384;The Power of One (The Power of One  #1);9/13/2005;291;4.35;eng;45;13;Delacorte Books for Young Readers
10385;Gorgias/Phaedrus (Agora);09/01/1998;233;4.35;eng;18;1;Cornell University Press
10386;Aeneid: Selections from Books 1  2  4  6  10  12;01/01/2001;161;4.35;eng;69;6;Bolchazy-Carducci Publishers
10387;First They Killed My Father: A Daughter of Cambodia Remembers;04/04/2006;238;4.35;eng;26524;2609;Harper Perennial
10388;Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations);12/19/2002;258;4.35;eng;28254;196;Chelsea House Publications
10389;Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men;09/01/1994;909;4.35;eng;371;25;Library of America
10390;Selected Stories of Anton Chekhov;10/31/2000;467;4.35;eng;27027;466;Modern Library
10391;The Best of America's Test Kitchen 2007: The Year's Best Recipes  Equipment Reviews  and Tastings;09/01/2006;312;4.35;eng;193;7;America's Test Kitchen
10392;The Acme Novelty Library #17;11/28/2006;64;4.35;eng;772;21;Drawn and Quarterly
10393;The Lorax;2/24/1998;72;4.35;eng;260054;3532;Random House Books for Young Readers
10394;Another Day in Paradise: The Fourth Sherman's Lagoon Collection;09/06/2001;130;4.35;eng;68;1;Andrews McMeel Publishing
10395;The Illustrated Hitchhiker's Guide To The Galaxy;10/11/1994;96;4.35;eng;294;19;Harmony
10396;The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet;10/11/2005;333;4.35;eng;524;40;Touchstone
10397;Plato: Complete Works;05/01/1997;1838;4.35;eng;9284;133;Hackett Publishing Company  Inc.
10398;A Time to Embrace (Timeless Love  #2);10/29/2006;400;4.35;eng;3728;141;Thomas Nelson
10399;Julius Knipl  Real Estate Photographer: The Beauty Supply District;08/12/2003;120;4.35;eng;174;16;Pantheon
10400;Drums of Autumn (Outlander  #4);08/07/2001;880;4.35;eng;141771;5455;Delta
10401;Boy's Life;05/01/1992;580;4.35;eng;17540;1740;Pocket Books
10402;Bleach  Volume 17;02/06/2007;208;4.35;eng;6250;60;VIZ Media LLC
10403;The Lord of the Rings: A Reader's Companion;12/27/2005;416;4.35;eng;4380;21;Houghton Mifflin Harcourt
10404;The Return of the King (The Lord of the Rings  #3);03/04/2002;1;4.35;eng;17;3;BBC Audiobooks Ltd
10405;Retrospective  1964-1984;11/04/1997;112;4.35;eng;115;4;Morpheus International
10406;Sodom and Gomorrah (In Search of Lost Time  #4);11/01/2005;557;4.35;eng;3243;172;Penguin Classics
10407;The Complete Stories;11/14/1995;486;4.35;eng;20028;381;Schocken
10408;Collected Stories;10/26/1993;566;4.35;eng;445;30;Knopf
10409;Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations);6/15/2002;258;4.35;eng;14;2;Chelsea House Publications
10410;Short Stories;4/17/1979;384;4.35;eng;2633;105;W. W. Norton & Company
10411;The Hundred Days (Aubrey & Maturin #19);11/17/1999;281;4.35;eng;5325;150;W. W. Norton  Company
10412;Oh  The Places You’ll Go!;05/06/2003;48;4.35;eng;969;75;HarperCollinsChildren’sBooks
10413;Let Justice Roll Down;12/06/2006;219;4.35;eng;767;89;Regal Books
10414;E.E. Cummings: Complete Poems 1904-1962 (Revised  Corrected  and Expanded Edition);4/17/1994;1136;4.35;eng;19542;184;Liveright/W.W. Norton & Company  Inc.
10415;The Titan's Curse (Percy Jackson and the Olympians  #3);05/05/2007;312;4.35;eng;5521;773;Miramax Books
10416;The Walking Dead  Book One (The Walking Dead #1-12);10/05/2010;304;4.35;eng;34751;1346;Image Comics
10417;Harrison's Principles of Internal Medicine;7/27/2004;2751;4.35;eng;23;4;McGraw-Hill Medical Publishing
10418;A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons;03/12/2002;304;4.35;eng;5040;590;Scribner
10419;Playing Shakespeare: An Actor's Guide;8/21/2001;288;4.35;eng;456;27;Anchor
10420;The Complete Stories;11/14/1995;488;4.35;eng;168;12;Schocken Books
10421;Battle Cry of Freedom;12/11/2003;867;4.35;eng;23112;992;Oxford University Press  USA
10422;Lover Eternal (Black Dagger Brotherhood  #2);03/07/2006;464;4.35;eng;155348;5325;Signet
10423;Sodom and Gomorrah (In Search of Lost Time  #4);2/16/1999;784;4.35;eng;377;66;Modern Library Classics
10424;Autobiographies: Narrative of the Life of Frederick Douglass / My Bondage and My Freedom / Life and Times of Frederick Douglass;02/01/1994;1132;4.35;eng;504;36;Library of America
10425;A Christmas Carol and The Night Before Christmas;10/03/2006;156;4.35;eng;91;15;Gramercy Books
10426;Philosophical Papers: Volume 1  Human Agency and Language;3/28/1985;304;4.35;eng;52;1;Cambridge University Press
10427;Nobody Knows My Name;12/01/1992;242;4.35;eng;2218;146;Vintage
10428;Going to Meet the Man;4/25/1995;249;4.35;eng;4022;309;Vintage Books a division of Random House
10429;The Forsaken (Vampire Huntress  #7);6/27/2006;448;4.35;eng;1878;36;St. Martin's Griffin
10430;Different Seasons;2/16/1995;560;4.35;eng;127648;2080;Warner Books
10431;Lessons from Turtle Island: Native Curriculum in Early Childhood Classrooms;09/01/2002;208;4.35;eng;16;2;Redleaf Press
10432;Shakespeare A to Z: The Essential Reference to His Plays  His Poems  His Life and Times  and More;11/10/1991;752;4.35;eng;153;6;Delta
10433;The Autobiography of Martin Luther King  Jr.;01/01/2001;400;4.35;eng;14025;547;Grand Central Publishing
10434;The Roald Dahl Omnibus: Perfect Bedtime Stories for Sleepless Nights;6/13/1993;681;4.35;eng;2276;170;Barnes & Noble
10435;??????????;12/20/2001;608;4.36;zho;26;0;????????????
10436;Jojo's Bizarre Adventure  Tome 18: Death Thirteen (Stardust Crusaders  #6);6/27/2003;188;4.36;fre;2;1;J'ai Lu
10437;L'Équilibre du monde;6/20/2001;890;4.36;fre;152;11;Le Livre de Poche
10438;Latin Via Ovid: A First Course;09/01/1982;524;4.36;eng;78;8;Wayne State University Press
10439;The Twelve Steps & Twelve Traditions of Overeaters Anonymous;01/01/1993;221;4.36;eng;213;10;Overeaters Anonymous  Incorporated
10440;Maison Ikkoku  Volume 15 (Maison Ikkoku  #15);2/14/2006;208;4.36;eng;257;11;VIZ Media LLC
10441;Simple Acts of Faith: Heartwarming Stories of One Life Touching Another;07/01/2003;48;4.36;eng;14;3;Harvest House Publishers
10442;Masculinity and Male Codes of Honor in Modern France;11/30/1998;316;4.36;eng;14;0;University of California Press
10443;Essential Tales and Poems;10/25/2004;688;4.36;eng;66382;109;Barnes  Noble Classics
10444;On the Night You Were Born;10/17/2006;32;4.36;eng;12837;505;Feiwel & Friends
10445;The Criminal Mastermind Collection  Bks 1-3 (Artemis Fowl  #1-3);9/27/2005;912;4.36;eng;858;12;Miramax
10446;The Fellowship of the Ring (The Lord of the Rings  #1);09/05/2003;398;4.36;eng;2128944;13670;Houghton Mifflin Harcourt
10447;Bleach  Volume 11;02/07/2006;208;4.36;eng;8773;84;VIZ Media LLC
10448;Bleach  Volume 12;04/04/2006;208;4.36;eng;8948;86;VIZ Media LLC
10449;Man's Search for Meaning;06/01/2006;165;4.36;eng;282127;13449;Beacon Press
10450;Man's Search for Meaning;3/30/2000;165;4.36;eng;391;44;Beacon Press (Boston)
10451;The Adventures of Sherlock Holmes;01/01/2004;189;4.36;eng;5906;140;Geddes & Grosset
10452;A Fine Balance;11/30/2001;603;4.36;eng;112196;7546;Vintage
10453;The Harafish;9/17/1997;416;4.36;eng;590;61;Anchor Books
10454;The Grand Inquisitor: with related chapters from The Brothers Karamazov;10/01/1993;128;4.36;eng;210;14;Hackett Publishing Company  Inc.
10455;Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory;10/01/1996;734;4.36;eng;119;10;Library of America
10456;Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions;5/28/1995;527;4.36;eng;914;8;Wings Books
10457;Sounds  Feelings  Thoughts:  Seventy Poems by Wislawa Szymborska;8/21/1981;232;4.36;eng;229;22;Princeton University Press
10458;Ludwig Wittgenstein: The Duty of Genius;11/01/1991;704;4.36;eng;3679;148;Penguin Books
10459;Think on These Things;10/11/1989;258;4.36;eng;2509;137;HarperOne
10460;JoJo's Bizarre Adventure  Vol. 6 (Stardust Crusaders  #6);12/05/2006;208;4.36;eng;309;7;VIZ Media
10461;Bleach  Volume 13;06/06/2006;208;4.36;eng;6371;85;VIZ Media LLC
10462;Bleach  Volume 19;06/05/2007;216;4.36;eng;5922;81;VIZ Media LLC
10463;Bleach  Volume 20;08/07/2007;216;4.36;eng;5648;76;VIZ Media LLC
10464;The Fellowship of the Ring (The Lord of the Rings  #1);06/01/2004;506;4.36;eng;1323;121;Houghton Mifflin Company
10465;The Will to Change: Men  Masculinity  and Love;12/21/2004;188;4.36;eng;2574;322;Washington Square Press
10466;The Code of the Woosters: Jeeves to the Rescue;09/07/2006;7;4.36;eng;172;26;AudioGO
10467;Meeting God at Every Turn;09/01/2002;256;4.36;eng;213;13;Chosen Books
10468;The Malloreon  Vol. 2: Sorceress of Darshiva / The Seeress of Kell (The Malloreon  #4-5);8/30/2005;528;4.36;eng;5457;59;Del Rey
10469;The Brothers Lionheart;12/31/2004;231;4.36;eng;20235;453;Purple House Press
10470;Beatrix Potter's Journal;10/19/2006;32;4.36;eng;350;42;Warne
10471;Speeches and Writings 1832–1858;10/01/1989;898;4.36;eng;1180;21;Library of America
10472;InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga  #1);1/14/2004;206;4.36;eng;5862;55;VIZ Media LLC
10473;Burroughs Live: The Collected Interviews  1960-1997;12/07/2001;675;4.36;eng;124;5;Semiotext(e)
10474;The Truelove (Aubrey & Maturin #15);7/17/1993;304;4.36;eng;6025;139;W. W. Norton  Company
10475;Man's Search for Meaning;06/01/2006;165;4.36;eng;3023;303;Beacon Press
10476;Man's Search for Meaning;05/06/2004;160;4.36;eng;1959;198;Rider
10477;Letters of St. Augustine;03/01/1992;255;4.36;eng;20;2;Fleming H. Revell Company
10478;Cursor's Fury (Codex Alera  #3);12/05/2006;442;4.36;eng;50427;1053;Ace Hardcover
10479;The Complete Stories  Vol 1;10/01/1990;624;4.36;eng;5362;115;Broadway
10480;Embracing Love  Vol. 5;04/01/2007;216;4.36;eng;401;9;Be Beautiful
10481;The Collected Letters of C.S. Lewis  Volume 1: Family Letters  1905-1931;6/29/2004;1072;4.36;eng;121;21;HarperOne
10482;The Foundations of Modern Political Thought: Volume One: The Renaissance;2/15/1979;332;4.36;eng;12;2;Cambridge University Press
10483;Trial by Fire (Newpointe 911 #4);10/18/2000;347;4.36;eng;3248;73;Zondervan
10484;The Cambridge Companion to Plotinus;11/28/1996;480;4.36;eng;21;2;Cambridge University Press
10485;Ruby Gloom's Guide to Friendship;05/01/2005;72;4.36;eng;38;4;Harry N. Abrams
10486;How to Be Happy All the Time;06/01/2006;167;4.36;eng;317;19;Crystal Clarity Publishers
10487;Kushiel's Avatar (Phèdre's Trilogy  #3);9/17/2004;702;4.36;eng;29409;689;Tor
10488;A Christmas Carol (Great Illustrated Classics);01/01/2005;238;4.36;eng;466;31;Abdo Publishing Company
10489;Uncle Shelby's ABZ Book;09/09/1985;80;4.36;eng;2550;222;Gallery Books
10490;Thirst;10/15/2006;88;4.36;eng;3689;351;Beacon Press
10491;Shield of Thunder (Troy  #2);09/01/2006;480;4.36;eng;7356;171;Bantam Press
10492;Landscape Within: Insights and Inspirations for Photographers;11/01/2004;128;4.36;eng;22;3;Aurum Press
10493;Doisneau;07/01/2000;128;4.36;eng;4;0;Cartago
10494;Shield of Thunder (Troy  #2);3/27/2007;512;4.36;ale;102;16;Ballantine Books
10495;LOVE MODE 11;01/10/2003;182;4.37;jpn;4;0;????
10496;L'albero;05/01/2000;62;4.37;ita;36;7;Salani
10497;Tramps Like Us  Volume 12;06/01/2007;179;4.37;eng;497;9;TokyoPop
10498;Christianity for Modern Pagans: Pascal's Pensées - Edited  Outlined & Explained;09/01/1993;341;4.37;eng;418;39;Ignatius Press
10499;The Print (Ansel Adams Photography  #3);06/01/1995;203;4.37;eng;997;14;Little  Brown and Company
10500;The Strategy of Satan: How to Detect and Defeat Him;7/20/1979;162;4.37;eng;440;45;Tyndale House Publishers
10501;Hellsing  Vol. 03 (Hellsing  #3);6/15/2004;164;4.37;eng;4831;63;Dark Horse Manga
10502;Martin and Malcolm and America: A Dream or a Nightmare?;09/01/1992;358;4.37;eng;1311;38;Orbis Books
10503;Mary Engelbreit's Mother Goose: One Hundred Best-Loved Verses;9/20/2005;128;4.37;eng;567;50;HarperCollins
10504;The Secret Lives of Men and Women: A PostSecret Book;01/09/2007;144;4.37;eng;5406;237;William Morrow
10505;Caesar (Masters of Rome  #5);1/28/2003;928;4.37;eng;5991;120;Avon
10506;East of Eden;6/18/2002;601;4.37;eng;3942;396;Penguin Books
10507;East Of Eden;01/01/1977;691;4.37;eng;83;18;Bantam Books
10508;The Physician (Cole Family Trilogy  #1);07/01/2001;720;4.37;eng;23114;1175;Little  Brown Book Group
10509;Lafayette;11/01/2003;452;4.37;eng;660;92;Wiley (TP)
10510;The Poppy Seed Cakes;10/01/1964;158;4.37;eng;57;9;Doubleday Books
10511;Where the Red Fern Grows with Connections;09/01/1998;288;4.37;eng;121;5;Holt McDougal
10512;The Paris Review Interviews  I: 16 Celebrated Interviews;10/17/2006;510;4.37;eng;866;103;Picador USA
10513;Uncle Setnakt's Essential Guide to the Left Hand Path;03/03/2011;128;4.37;eng;112;9;Lodestar Books
10514;Crime Novels: American Noir of the 1950s;09/01/1997;892;4.37;eng;420;34;Library of America
10515;Beauty and the Beast;11/14/2006;64;4.37;eng;3682;133;Candlewick Press
10516;The Diary of Virginia Woolf  Volume Two: 1920-1924;9/17/1980;384;4.37;eng;383;11;Mariner Books
10517;Heart & Hands: A Midwife's Guide to Pregnancy & Birth;11/01/2004;312;4.37;eng;875;43;Celestial Arts
10518;The Book Thief;3/14/2006;552;4.37;eng;1516367;86881;Alfred A. Knopf
10519;The Winds of War (The Henry Family  #1);02/05/2002;896;4.37;eng;47239;1251;Back Bay Books
10520;The Godfather;10/04/2005;448;4.37;eng;180;17;New American Library
10521;The Collected Poems of Robert Penn Warren;10/01/1998;838;4.37;eng;173;10;LSU Press
10522;The Collected Stories of Isaac Bashevis Singer;08/01/1983;624;4.37;eng;1665;92;Farrar  Straus and Giroux
10523;Novels and Stories;02/01/1995;1054;4.37;eng;564;30;Library of America
10524;Teaching to Transgress: Education as the Practice of Freedom;9/14/1994;216;4.37;eng;5162;325;Routledge
10525;The Marvel Encyclopedia;10/16/2006;352;4.37;eng;1049;43;DK
10526;And the Band Played On: Politics  People  and the AIDS Epidemic;04/09/2000;656;4.37;eng;19747;1006;Stonewall Inn Editions
10527;The Pound Era;9/18/1973;624;4.37;eng;614;29;University of California Press
10528;The Hitchhiker's Guide to the Galaxy: The Quintessential Phase (Hitchhiker's Guide: Radio Play  #5);6/20/2005;3;4.37;eng;61;1;BBC Audiobooks
10529;Will Eisner's New York: Life in the Big City (The New York Tetralogy  #1-4);10/17/2006;421;4.37;eng;1299;71;W. W. Norton  Company
10530;East of Eden;10/01/1992;602;4.37;eng;35;1;Turtleback Books
10531;The Miraculous Journey of Edward Tulane;2/14/2006;200;4.37;eng;66426;8035;Candlewick Press
10532;The Good Housekeeping Illustrated Cookbook;10/01/1980;512;4.37;eng;1160;35;Hearst Communications
10533;The King of Attolia (The Queen's Thief  #3);1/24/2006;387;4.37;eng;28480;2309;Greenwillow Books
10534;Explode the Code 1;01/01/2001;99;4.37;eng;89;10;School Specialty Publishing
10535;El Aleph;09/01/2007;253;4.38;spa;146;9;Planeta Publishing
10536;La Biblia de los Critales: Guia definitiva de los cristales (Cuerpo-Mente);01/01/2006;383;4.38;spa;6;0;Gaia Books
10537;Gefahr im Roten Meer (Treason's Harbour) (Aubrey/Maturin Book 9);05/01/2002;412;4.38;ger;7;0;Ullstein Tb
10538;Timbuktu / Leviathan / Moon Palace;11/07/2002;1075;4.38;fre;21;1;Actes Sud
10539;The History of the Lord of the Rings (The History of Middle-earth #6-9);09/01/2000;1680;4.38;eng;237;3;Mariner Books
10540;When Somebody Loves You Back (Soulmates Dissipate  #6);08/01/2006;285;4.38;eng;1763;20;Dafina Books
10541;Joy Within;11/15/1990;144;4.38;eng;8;3;Simon  Schuster
10542;Brewer's Dictionary of Phrase and Fable;8/15/2006;1326;4.38;eng;40;4;Collins Reference
10543;My Woman His Wife;09/01/2006;260;4.38;eng;971;65;Urban Books
10544;Going Postal (Discworld  #33);9/28/2004;377;4.38;eng;969;114;Harper
10545;The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy  #1-5);11/01/2005;815;4.38;eng;3628;254;Gramercy Books
10546;The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1-5);4/30/2002;815;4.38;eng;249558;4080;Del Rey Books
10547;The Ultimate Hitchhiker's Guide (Hitchhiker's Guide to the Galaxy  #1-5);1/17/1996;815;4.38;eng;2877;195;Wings Books
10548;Bleach  Volume 14;08/01/2006;208;4.38;eng;10356;79;VIZ Media LLC
10549;Black Rednecks and White Liberals;06/01/2005;372;4.38;eng;2579;301;Encounter Books
10550;The Aleph and Other Stories;7/27/2004;210;4.38;eng;20259;460;Penguin Classics
10551;The Regeneration Trilogy (Regeneration  #1-3);01/01/1996;592;4.38;eng;1588;95;Viking Books
10552;Technical Manual and Dictionary of Classical Ballet;06/01/1982;176;4.38;eng;393;27;Dover Publications
10553;The Orwell Reader: Fiction  Essays  and Reportage;03/08/1961;480;4.38;eng;274;22;Mariner Books
10554;Enchanted Evening;12/05/2000;368;4.38;eng;99;11;St. Martin's Press
10555;Redemption (Redemption  #1);7/22/2002;384;4.38;eng;25248;859;Tyndale House Publishers
10556;Four Novels of the 1960s: The Man in the High Castle / The Three Stigmata of Palmer Eldritch / Do Androids Dream of Electric Sheep? / Ubik;05/10/2007;830;4.38;eng;1970;206;Library of America
10557;Strangers In Paradise  Pocket Book 5;12/14/2005;392;4.38;eng;999;24;Abstract Studio
10558;The Sideways Guide to Wine and Life;5/25/2005;64;4.38;eng;8;0;Newmarket Press
10559;National Geographic Field Guide to the Birds of North America;11/23/2006;503;4.38;eng;745;27;National Geographic Society
10560;Everything and Nothing;4/17/1999;108;4.38;eng;593;37;New Directions
10561;Homicide: A Year on the Killing Streets;8/22/2006;646;4.38;eng;12071;837;Holt McDougal
10562;The Brothers K;06/01/1996;645;4.38;eng;12703;1665;Dial Press Trade Paperback
