titulo,fecha_publicación,num_paginas,ranking,num_votantes_libro,num_comentarios,id_idioma,id_editorial
Emperor Mage (Immortals #3),6/1/2005,358,4.29,49912,615,eng,1863
Zinn & the Art of Road Bike Maintenance,10/25/2005,356,4.29,282,24,eng,2115
Merry Christmas Amelia Bedelia,10/1/2002,64,4.29,2508,63,eng,817
Bridge of Birds (The Chronicles of Master Li and Number Ten Ox #1),4/12/1985,278,4.29,9010,944,eng,528
The Heritage of Shannara (Heritage of Shannara #1-4),8/26/2003,1238,4.29,3613,42,eng,530
A Dance to the Music of Time: 2nd Movement (A Dance to the Music of Time #4-6),6/15/1995,722,4.29,1237,87,eng,2076
Gardening with a Wild Heart: Restoring California's Native Landscapes at Home,3/19/2007,267,4.29,12,2,eng,2075
Birthday Machine (Disney's Little Einsteins Early Reader),9/1/2006,12,4.29,21,2,eng,575
Post Captain (Aubrey/Maturin Book 2),12/1/1972,413,4.29,3,0,eng,1157
The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,8/29/2000,412,4.29,16531,977,eng,94
Gone with the Wind,4/1/1999,1037,4.29,999139,15323,eng,2192
The Portable Faulkner,2/25/2003,650,4.29,776,22,eng,1498
The Children of Noisy Village,2/2/1988,128,4.29,5920,205,eng,1639
Collected Tales Sketches Speeches & Essays 1852–1890,10/15/1992,1120,4.29,67,6,eng,1147
Fables Vol. 4: March of the Wooden Soldiers,11/30/2004,231,4.29,26055,785,eng,2123
The Michael Crichton Collection: Jurassic Park / The Lost World / The Andromeda Strain,6/9/2000,0,4.29,107,3,eng,1665
Berlin Diary: The Journal of a Foreign Correspondent 1934-1941,4/17/2002,627,4.29,3574,198,eng,1073
Gödel Escher Bach: An Eternal Golden Braid,3/30/2000,777,4.29,330,26,eng,1498
How Tom Beat Captain Najork and His Hired Sportsmen (Captain Najork #1),10/1/2006,32,4.29,307,42,eng,509
Three Complete Novels: Billy Bathgate/World's Fair/Loon Lake,5/8/1994,658,4.29,17,3,eng,2239
Complete Works of Tacitus,9/1/1964,773,4.29,280,13,eng,1254
The Elder Scrolls IV: Oblivion -- Revised & Expanded (Xbox360 PC) (Prima Official Game Guide),9/10/2007,432,4.29,57,4,eng,1625
Act of Treason (Mitch Rapp #9),8/28/2007,467,4.29,768,47,eng,1586
Act of Treason (Mitch Rapp #9),1/1/2007,462,4.29,10,1,eng,381
The DC Comics Encyclopedia,10/4/2004,352,4.29,125,6,eng,580
Selected Writings,5/30/2006,160,4.29,4,0,eng,899
The Gospel According to Jesus Christ,12/26/1999,341,4.29,13919,526,eng,941
The Walking Dead Vol. 5: The Best Defense,4/21/2009,136,4.29,21435,841,eng,1028
A Fistful of Charms (The Hollows #4),6/27/2006,510,4.29,47773,1109,eng,923
Every Which Way But Dead (The Hollows #3),6/28/2005,501,4.29,60083,1213,eng,923
Texas! Trilogy,4/1/1992,600,4.29,949,39,eng,590
FINAL FANTASY X Official Strategy Guide,12/17/2001,272,4.29,388,10,eng,323
Small Gods (Discworld #13),8/1/2005,400,4.29,83353,1758,eng,457
The Power of Myth,6/1/1988,320,4.29,38720,1451,eng,94
The Collected Stories of Arthur C. Clarke,1/14/2002,966,4.29,4150,138,eng,2018
Goodman & Gilman's the Pharmacological Basis of Therapeutics,9/21/2005,2021,4.29,185,8,eng,1256
The Full Box (Full #1-4),2/16/2016,0,4.29,101,3,eng,1217
Walking the World in Wonder: A Children's Herbal,10/1/2000,160,4.29,52,4,eng,954
In Harm's Way: The Sinking of the USS Indianapolis and the Extraordinary Story of Its Survivors,5/1/2003,339,4.29,16684,892,eng,1448
The Fall of Berlin 1945,4/29/2003,490,4.29,10230,326,eng,1498
Mila 18,11/1/1983,563,4.29,21662,485,eng,193
Surviving Justice: America's Wrongfully Convicted and Exonerated,11/4/2005,489,4.29,264,32,eng,1259
The Collected Dorothy Parker,5/31/2001,604,4.29,1106,50,eng,1515
Мастер и Маргарита,9/28/2004,640,4.3,10,1,rus,2278
ツバサ-RESERVoir CHRoNiCLE- 6,6/17/2004,186,4.3,5,1,jpn,2289
犬夜叉 14,2/18/2000,192,4.3,13,1,jpn,2289
Mein Urgroßvater die Helden und ich,12/1/2002,250,4.3,16,1,ger,364
Charles Dickens: Four Novels: Great Expectations Hard Times A Christmas Carol and A Tale of Two Cities,10/2/1993,848,4.3,32,2,eng,802
The Ernest Hemingway Audio Collection,5/8/2001,4,4.3,43,6,eng,352
With Open Hands,4/1/2006,125,4.3,782,76,eng,165
Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Region,5/1/2004,336,4.3,47,8,eng,619
Tramps Like Us Volume 8,2/7/2006,192,4.3,611,14,eng,2015
The Complete Brothers Grimm Fairy Tales,10/3/2006,680,4.3,4420,165,eng,803
The Polar Express,10/19/2005,32,4.3,88,13,eng,983
The 33 Strategies of War,1/19/2006,496,4.3,8005,383,eng,2127
The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,5/12/1986,1328,4.3,446,29,eng,1147
The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,3/19/1999,128,4.3,150,23,eng,711
The Grass Crown (Masters of Rome #2),7/1/1992,1104,4.3,9623,199,eng,169
Huxley and God: Essays on Religious Experience,3/1/2003,320,4.3,98,4,eng,1974
Regeneration Through Violence: The Mythology of the American Frontier 1600–1860,4/15/2000,670,4.3,163,16,eng,2088
Poems From The Hobbit,12/13/1999,57,4.3,169,5,eng,1002
Twenty Love Poems and a Song of Despair,12/26/2006,70,4.3,37942,1105,eng,1515
Veinte poemas de amor y una canción desesperada,1/22/2002,54,4.3,160,1120,eng,1577
Five T'ang Poets,10/8/1990,184,4.3,169,21,eng,1404
Homeric Moments: Clues to Delight in Reading the Odyssey and the Iliad,9/1/2002,326,4.3,118,13,eng,1476
The Easy Way to Stop Smoking: Join the Millions Who Have Become Nonsmokers Using the Easyway Method,9/23/2004,224,4.3,3510,510,eng,1920
The Stories of Vladimir Nabokov,12/9/1996,685,4.3,5889,183,eng,2139
Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder,10/13/1998,80,4.3,746,48,eng,897
The Book of Embraces,4/17/1992,288,4.3,2221,165,eng,2176
Giraffes Can't Dance,6/1/2006,32,4.3,15,3,eng,1428
Here Is New York,1/1/2000,58,4.3,5379,544,eng,1171
Eight Mindful Steps to Happiness: Walking the Buddha's Path,6/15/2001,288,4.3,1103,50,eng,2243
All of Us: The Collected Poems,4/4/2000,416,4.3,1651,107,eng,2139
The Collected Poems 1957-1987,4/17/1991,669,4.3,2896,46,eng,1353
The Source,7/9/2002,1080,4.3,34972,1149,eng,1678
Tsubasa: RESERVoir CHRoNiCLE Vol. 6,7/26/2005,193,4.3,3359,48,eng,528
Lao Tzu: Tao Te Ching: A Book about the Way and the Power of the Way,10/20/1998,125,4.3,800,91,eng,1822
The Wave in the Mind: Talks and Essays on the Writer the Reader and the Imagination,2/17/2004,314,4.3,1044,164,eng,1822
You Can't Be Neutral on a Moving Train: A Personal History of Our Times,9/5/2002,214,4.3,2543,141,eng,239
Moonage Daydream: The Life & Times of Ziggy Stardust,9/20/2005,320,4.3,450,17,eng,2069
The Master and Margarita,4/1/2006,332,4.3,493,47,eng,1206
The Guermantes Way (In Search of Lost Time #3),11/3/1998,834,4.3,451,80,eng,1981
The Guermantes Way (In Search of Lost Time #3),5/31/2005,619,4.3,4345,246,eng,1515
Ronia the Robber's Daughter,2/5/1985,176,4.3,16327,444,eng,1639
Happy Times in Noisy Village,7/1/2003,128,4.3,600,35,eng,1026
Keats's Poetry and Prose,8/1/2008,673,4.3,291,10,eng,2172
A Child's Garden of Verses,2/1/1999,67,4.3,22227,431,eng,1855
The Bloody Crown of Conan (Conan the Cimmerian #2),11/23/2004,366,4.3,3875,97,eng,529
The Complete Fairy Tales of The Brothers Grimm,1/1/2003,762,4.3,877,55,eng,193
Maison Ikkoku Volume 14 (Maison Ikkoku #14),12/13/2005,240,4.3,245,6,eng,2164
Les Misérables,12/12/1982,400,4.3,4917,352,eng,189
Paris Spleen,1/17/1970,118,4.3,7792,176,eng,1351
The Writer of Modern Life: Essays on Charles Baudelaire,11/1/2006,307,4.3,267,4,eng,245
The Walking Dead Vol. 3: Safety Behind Bars,6/18/2005,136,4.3,25796,1020,eng,1028
Where the Sidewalk Ends: Poems and Drawings,2/18/2014,192,4.3,3587,179,eng,897
In Search of Duende,4/17/1998,99,4.3,616,36,eng,1351
Three Philosophies of Life: Ecclesiastes—Life As Vanity Job—Life As Suffering Song of Songs—Life As Love,6/1/1990,140,4.3,437,52,eng,1026
Blame! Vol. 7,2/1/2007,210,4.3,785,13,eng,2015
The Art of Shakespeare's Sonnets,11/1/1999,692,4.3,613,25,eng,246
A Hat Full of Sky (Discworld #32,5/5/2005,1294,4.3,352,51562,eng,460
Koko's Kitten,6/1/1987,32,4.3,963,92,eng,1794
Star Wars: The New Essential Chronology,10/25/2005,256,4.3,642,11,eng,528
The Transition of H. P. Lovecraft: The Road to Madness,10/1/1996,379,4.3,9518,93,eng,528
Anne of the Island and Tales of Avonlea,3/20/1991,573,4.3,417,5,eng,802
The Blazing Center Study Guide: The Soul-Satisfying Supremacy of God in All Things,7/3/2006,112,4.3,20,0,eng,1324
The Demon Princes Volume Two: The Face The Book of Dreams,8/15/1997,397,4.3,653,19,eng,2024
Great Speeches by African Americans: Frederick Douglass Sojourner Truth Dr. Martin Luther King Jr. Barack Obama and Others,4/28/2006,160,4.3,230,21,eng,596
Lover Revealed (Black Dagger Brotherhood #4),3/6/2007,480,4.3,106469,3691,eng,1418
The Reality Dysfunction Part 2: Expansion (Night's Dawn 1),8/1/1997,572,4.3,4092,39,eng,137
Suffering and the Sovereignty of God,9/13/2006,254,4.3,652,47,eng,482
Der lohfarbene Mann (Die zweiten Chroniken von Fitz dem Weitseher #1),4/1/2003,880,4.31,8,0,ger,1203
Le Petit Prince,2/1/2004,123,4.31,366,19,fre,773
Jojo's Bizarre Adventure Tome 13: Le Maléfice de Dio (Stardust Crusaders #1),1/28/2003,191,4.31,4,3,fre,1063
Le Petit Prince,9/4/2001,87,4.31,3045,215,fre,1232
The Acme Novelty Library,9/20/2005,108,4.31,2786,77,eng,1467
Betsy's Wedding (Betsy-Tacy #10),3/31/1996,260,4.31,4169,155,eng,925
Hailstones and Halibut Bones,4/1/1990,64,4.31,125,22,eng,591
The Art of Richard P. Feynman,7/1/1995,174,4.31,13,2,eng,1740
Judas Unchained (Commonwealth Saga #2),3/27/2007,1008,4.31,738,68,eng,528
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,4/15/2002,264,4.31,790,12,eng,2076
Falconry & Hawking,2/1/2006,352,4.31,51,5,eng,229
A Conflict of Visions: Ideological Origins of Political Struggles,1/3/2002,304,4.31,1797,166,eng,224
Moonraker's Bride,6/12/1978,319,4.31,55,13,eng,700
The Pragmatic Programmer: From Journeyman to Master,10/30/1999,321,4.31,12563,699,eng,42
Mother Maria Skobtsova: Essential Writings,10/1/2002,192,4.31,62,9,eng,1424
Three Plums In One (Stephanie Plum #1-3),4/26/2001,1016,4.31,2983,168,eng,1800
The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,5/31/2000,438,4.31,5495,295,eng,447
Betsy and Joe (Betsy-Tacy #8),3/31/1995,336,4.31,4586,119,eng,925
The Burgess Bird Book for Children,4/23/2003,260,4.31,1253,54,eng,596
Ender's Shadow (The Shadow Series #1),5/19/2002,469,4.31,133114,4243,eng,1914
From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,8/25/2006,151,4.31,406,30,eng,2238
The Unabridged Journals of Sylvia Plath,10/17/2000,732,4.31,14009,483,eng,94
Collected Stories,4/17/1994,608,4.31,642,46,eng,1351
Tsubasa: RESERVoir CHRoNiCLE Vol. 12,1/30/2007,184,4.31,2683,38,eng,528
Paradise (Second Opportunities #1),7/1/2003,709,4.31,27430,1132,eng,1586
Hercule Poirot's Casebook (Hercule Poirot #42),12/1/1998,861,4.31,1865,52,eng,765
Open My Eyes Lord: A Practical Guide to Angelic Visitations and Heavenly Experiences,1/1/2004,148,4.31,126,7,eng,1422
From Far Away Vol. 01,11/9/2004,200,4.31,5827,125,eng,2162
Moonraker's Bride,1/1/1973,352,4.31,2281,302,eng,1885
The Complete Herbal Handbook for the Dog and Cat,4/8/1991,368,4.31,106,7,eng,2291
The Invisible Writing,9/1/2005,544,4.31,115,16,eng,2144
The Journals of Sylvia Plath,6/13/2013,752,4.31,106,9,eng,680
Gold Rage (Wilderness #27),5/1/1999,170,4.31,16,0,eng,1142
The Necessary Shakespeare,8/27/2004,896,4.31,91,10,eng,1192
Will Eisner Sketchbook,2/3/2004,200,4.31,42,2,eng,503
The Callahan Chronicals (Callahan's #1-3),10/15/1997,416,4.31,2326,93,eng,2023
Star Wars Complete Locations,12/31/2005,175,4.31,141,9,eng,581
The Portable Edgar Allan Poe,9/28/2006,672,4.31,234,20,eng,1498
The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,10/29/2002,406,4.31,26857,545,eng,189
Balanchine: A Biography,11/8/1996,413,4.31,63,4,eng,2075
A People's Tragedy: The Russian Revolution: 1891-1924,3/1/1998,1024,4.31,2931,222,eng,1498
Beat That! Cookbook,10/7/1999,208,4.31,34,1,eng,1761
Matilda,6/1/1998,240,4.31,541914,11576,eng,1639
From a Limestone Ledge: Some Essays and Other Ruminations about Country Life in Texas,5/19/2004,256,4.31,67,7,eng,1884
We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,11/23/2004,480,4.31,21876,451,eng,1619
We Were Soldiers Once ... and Young (Ia Drang - the Battle That Changed the War in Vietnam),2/5/2002,535,4.31,166,24,eng,923
We were Soldiers Once... and young,3/1/2002,528,4.31,153,10,eng,457
Matilda,1/20/2004,5,4.31,56,18,eng,712
Matilda,3/3/2005,1,4.31,6,0,eng,1638
Los hermanos Karamazov,7/1/1999,805,4.32,30,4,spa,626
El Dia Que Nietzsche Lloró,10/24/2006,445,4.32,66,4,spa,1570
History of the Peloponnesian War: Bk. 1-2,1/1/1919,496,4.32,208,7,mul,934
The Selected Poems of Federico García Lorca,6/1/1955,180,4.32,236,23,mul,1353
The Little Mouse the Red Ripe Strawberry and the Big Hungry Bear,9/1/1996,32,4.32,65,10,eng,402
The Best of the Journal of Irreproducible Results,1/10/1989,195,4.32,40,4,eng,2250
The Complete Tales of Nikolai Gogol Volume 1,4/15/1985,302,4.32,311,14,eng,2076
The Meaning of Relativity (Science Library),11/21/2004,200,4.32,26,2,eng,1628
The MacMillan Bible Atlas,3/17/1993,215,4.32,14,2,eng,2207
The Twelve Dancing Princesses,10/19/1998,40,4.32,86,9,eng,897
Whoreson,1/1/2000,320,4.32,1493,104,eng,994
The Carl Hiaasen Collection: Lucky You and Sick Puppy,6/6/2006,0,4.32,90,5,eng,1665
Magician (The Riftwar Saga #1-2),1/1/1982,568,4.32,73,7,eng,590
The Killer Angels,5/11/2004,13,4.32,92,37,eng,1666
Tramps Like Us Volume 9,6/1/2006,185,4.32,562,11,eng,2015
Ovid’s Metamorphoses: Books 6-10,1/15/1978,560,4.32,32,3,eng,2088
Basic Economics: A Citizen's Guide to the Economy,12/24/2003,448,4.32,5899,475,eng,224
Basic Economics: A Common Sense Guide to the Economy,4/3/2007,627,4.32,328,43,eng,225
The Frequencies,1/1/2003,81,4.32,69,8,eng,2031
The Brothers Karamazov,6/1/1999,736,4.32,983,91,eng,1838
The Brothers Karamazov,6/14/2002,796,4.32,191531,6795,eng,696
The Brothers Karamazov,2/27/2003,1013,4.32,1673,184,eng,1509
The Brothers Karamazov,9/3/1991,796,4.32,617,80,eng,2142
The Brothers Karamazov,5/1/2005,16,4.32,20,2,eng,1007
The Brothers Karamazov,7/25/2004,720,4.32,1089,202,eng,2291
Dragonfly in Amber (Outlander #2),8/7/2001,743,4.32,222140,11121,eng,193
The Brothers Karamazov,1/16/1992,796,4.32,443,55,eng,2144
The Road Back,12/1/2001,352,4.32,3146,99,eng,1862
Survival in Auschwitz,9/1/1995,187,4.32,29099,900,eng,1864
The Karamazov Brothers,8/20/1998,1054,4.32,235,26,eng,1453
The Brothers Karamazov,4/1/1984,1072,4.32,1022,154,eng,200
The Making Of Disney's Animal Kingdom Theme Park,5/1/1998,192,4.32,34,2,eng,573
The Ionian Mission (Aubrey/Maturin #8),10/1/2005,10,4.32,3659,80,eng,281
Dragonfly in Amber (Outlander #2),7/1/1992,743,4.32,1088,118,eng,536
Mere Christianity,4/21/2015,227,4.32,7665,664,eng,914
Mere Christianity,6/1/1996,191,4.32,240060,5828,eng,2030
Ever After (Lost Love #2),1/1/2007,337,4.32,10722,354,eng,2275
Stand by Me,6/1/1986,96,4.32,1436,24,eng,442
Collected Poems Prose and Plays,10/1/1995,1036,4.32,6188,51,eng,1147
The New Testament,10/30/1997,608,4.32,109,23,eng,1389
Cat Cross Their Graves (Joe Grey #10),9/27/2005,385,4.32,504,28,eng,169
The Realms of the Gods (Immortals #4),1/1/2006,347,4.32,46937,665,eng,1863
Wild Magic (Immortals #1),6/1/2005,362,4.32,61677,1448,eng,1863
This Craft of Verse,3/30/2002,160,4.32,811,70,eng,934
Piercing the Darkness (Darkness #2),6/26/2003,448,4.32,50573,588,eng,482
The Negro,5/22/2001,284,4.32,29,4,eng,2089
Right Ho Jeeves (Jeeves #6),11/3/2006,224,4.32,8193,443,eng,865
The World of Mr. Mulliner,7/29/1999,624,4.32,345,30,eng,1509
Jeeves and The Feudal Spirit (Jeeves #11),9/20/2001,240,4.32,25,1,eng,670
The Diary of Virginia Woolf Volume One: 1915-1919,5/15/1979,356,4.32,1281,40,eng,1232
Half of a Yellow Sun,9/12/2006,433,4.32,71280,5494,eng,1102
Cliffs Notes on Frank's The Diary of Anne Frank,7/10/1984,64,4.32,70,1,eng,428
The Swords of Night and Day (The Drenai Saga #11),4/1/2005,640,4.32,6954,93,eng,457
They Cage the Animals at Night,10/1/1985,304,4.32,7999,670,eng,1834
The Tangled Thread (Morland Dynasty #10),9/1/1987,474,4.32,305,8,eng,2291
When Nietzsche Wept,1/4/2005,310,4.32,25063,1031,eng,888
Transmetropolitan Vol. 7: Spider's Thrash,11/1/2002,144,4.32,12633,88,eng,2123
Life Amongst the Modocs,1/1/1997,456,4.32,19,6,eng,2106
Uzumaki: Spiral into Horror Vol. 1,10/6/2001,208,4.32,12618,774,eng,2163
Love Mode Vol. 5,5/1/2007,192,4.32,582,10,eng,305
Readings for Meditation and Reflection,1/5/1996,176,4.32,272,27,eng,914
Mere Christianity: Abolition of Man (Bonus Feature),5/1/2006,6,4.32,43,6,eng,281
Shaken (Left Behind: The Kids #23-25),2/1/2005,384,4.32,217,2,eng,2058
Miss Marple Omnibus Vol. 3 (Murder at the Vicarage / Nemesis / Sleeping Murder / At Bertram's Hotel),7/10/1997,688,4.32,138,5,eng,884
Visions of Heaven and Hell,9/27/2005,352,4.32,661,20,eng,1724
Collected Stories Vol. 2,3/25/2005,453,4.32,185,11,eng,779
The Brothers Karamazov,5/1/2005,16,4.32,3,1,eng,1007
Wrapped in Rainbows: The Life of Zora Neale Hurston,2/3/2004,528,4.32,893,97,eng,1800
Six Frigates: The Epic History of the Founding of the U. S. Navy,10/17/2006,560,4.32,3966,322,eng,2291
Sword & Citadel (The Book of the New Sun #3-4),10/15/1994,411,4.32,9426,351,eng,1423
The Killer Angels: A Novel of the Civil War (The Civil War Trilogy #2),12/23/2004,337,4.32,425,48,eng,1301
The Killer Angels (The Civil War Trilogy #2),4/1/2001,395,4.32,318,45,eng,273
Die Brücke über die Drina,3/1/2003,407,4.33,9,0,ger,1930
Le Pont sur la Drina,7/5/1999,384,4.33,69,10,fre,1180
Premières Histoires,3/31/1995,205,4.33,0,0,fre,1267
Robbins and Cotran Review of Pathology,11/12/2004,432,4.33,55,6,eng,1779
San Francisco Ballet at Seventy-Five,11/12/2007,188,4.33,6,1,eng,407
Ward No. 6 and Other Stories,7/1/2003,400,4.33,6988,173,eng,2291
Alice's Adventures in Wonderland: A Pop-Up Adaptation,10/1/2003,12,4.33,21875,111,eng,1174
For the Love of a Dog: Understanding Emotion in You and Your Best Friend,8/29/2006,382,4.33,2132,132,eng,189
Genres in Dialogue: Plato and the Construct of Philosophy,4/13/2000,238,4.33,5,2,eng,353
Complete Essays 1 1920-25,10/30/2000,480,4.33,16,2,eng,1058
Molly Hatchet - 5 of the Best,6/10/2003,56,4.33,6,0,eng,397
Little Women Little Men Jo's Boys,2/17/2005,1064,4.33,3124,87,eng,1147
The Secret Garden,3/1/2005,160,4.33,1653,76,eng,1920
The Bridge over the Drina,4/5/1995,314,4.33,254,35,eng,1977
The Complete Adventures and Memoirs of Sherlock Holmes,7/1/2001,334,4.33,2184,87,eng,803
Providence of a Sparrow: Lessons from a Life Gone to the Birds,4/13/2004,304,4.33,228,44,eng,94
Charlie and the Chocolate Factory: A Play,9/27/1979,89,4.33,2760,47,eng,1639
Never Call Retreat,12/31/2001,558,4.33,1552,33,eng,1552
The Grace Awakening: Believing in Grace Is One Thing. Living it Is Another,11/19/2006,306,4.33,2068,63,eng,1990
Gary Grizzle,10/14/1989,32,4.33,3,0,eng,1669
Charlie Oink,10/14/1989,32,4.33,3,0,eng,1669
The American Years,1/31/1993,800,4.33,256,22,eng,1628
Las aventuras de Sherlock Holmes,4/1/2005,192,4.33,116,11,eng,632
Long Walk to Freedom: Autobiography of Nelson Mandela,12/1/2004,6,4.33,79,16,eng,2291
A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave,12/28/1995,125,4.33,9,1,eng,1246
Experiencing Father's Embrace,4/1/2006,256,4.33,545,44,eng,553
Essays,10/15/2002,1369,4.33,607,48,eng,672
View With a Grain of Sand: Selected Poems,5/26/1995,214,4.33,3479,211,eng,1232
View with a Grain of Sand: Selected Poems,10/23/1996,214,4.33,33,7,eng,2291
On Writing: A Memoir,9/1/2001,384,4.33,1118,142,eng,1354
Son of the Shadows (Sevenwaters #2),6/17/2002,608,4.33,24253,1070,eng,2024
Peace Is Every Step: The Path of Mindfulness in Everyday Life,3/1/1992,160,4.33,25071,1156,eng,193
Black on Red: My 44 Years Inside the Soviet Union: An Autobiography,12/31/1988,436,4.33,80,14,eng,36
Seven Nights,5/29/1985,121,4.33,1037,60,eng,1353
Expository Writing: Mini-Lessons * Strategies * Activities,4/1/1998,88,4.33,3,0,eng,1961
The Spiral Stair (Arabel and Mortimer #6),8/1/2000,62,4.33,35,5,eng,213
Mythology: The DC Comics Art of Alex Ross,11/8/2005,320,4.33,1994,37,eng,1466
Edgar Allan Poe A to Z,4/1/2001,320,4.33,8,0,eng,394
Heathersleigh Homecoming (Secrets of Heathersleigh Hall #3),10/1/1999,429,4.33,194,15,eng,266
Uzumaki: Spiral into Horror Vol. 2.,7/6/2002,208,4.33,7275,286,eng,2163
Marcel Proust: A Life,2/8/2002,992,4.33,14,4,eng,2258
A Practical Guide to Dragons,9/26/2006,80,4.33,577,36,eng,1295
A Farewell to Arms?: Beyond the Good Friday Agreement,4/18/2006,624,4.33,0,0,eng,1228
For a Few Demons More (The Hollows #5),3/20/2007,456,4.33,48049,1104,eng,895
Embracing Love Vol. 6,6/1/2008,216,4.33,315,7,eng,237
A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,7/11/2006,261,4.33,6232,713,eng,1556
A Mad People's History of Madness,3/15/1982,384,4.33,9,0,eng,2090
The Conquering Sword of Conan (Conan the Cimmerian #3),11/29/2005,416,4.33,3697,83,eng,528
Broken Vessels,11/1/1992,195,4.33,351,45,eng,510
Guards! Guards! (Discworld #8),7/31/2001,355,4.33,67,2,eng,2048
Star Wars: The Complete Visual Dictionary,9/25/2006,272,4.33,1094,40,eng,579
Star Wars: The Ultimate Visual Guide,3/19/2007,160,4.33,945,17,eng,579
Dr. Seuss (First Biographies),1/1/2005,24,4.33,14,1,eng,361
The Complete Essays of Mark Twain,11/2/2000,732,4.33,195,15,eng,494
The Guide to Hollywood and Beverly Hills,1/16/1984,174,4.33,3,0,eng,1681
Black Like Us: A Century of Lesbian Gay and Bisexual African American Fiction,5/28/2002,600,4.33,127,16,eng,427
The Nature of Play: Great Apes and Humans,12/6/2004,308,4.33,3,1,eng,1976
The Portable Walt Whitman,12/30/2003,570,4.33,82,5,eng,1498
La danza de la muerte,7/10/1986,613,4.34,64,3,spa,1575
The Stand: Das letzte Gefecht,9/1/2003,1227,4.34,256,16,ger,227
In the Name of Jesus: Reflections on Christian Leadership,10/1/1992,120,4.34,8228,410,eng,480
Three by Annie Dillard: Pilgrim at Tinker Creek An American Childhood The Writing Life,11/21/1990,617,4.34,562,42,eng,888
Battlefield of the Mind: Winning the Battle in Your Mind,10/1/2002,288,4.34,27204,698,eng,685
Diary of a Mistress,8/1/2006,182,4.34,2484,88,eng,2029
Paths to God: Living the Bhagavad Gita,10/25/2005,352,4.34,616,49,eng,878
A Light in the Attic (Book & CD),10/9/2001,176,4.34,597,21,eng,897
The Living Blood (African Immortals #2),1/1/2002,515,4.34,1862,124,eng,2198
My Secret: A PostSecret Book,10/24/2006,144,4.34,5874,281,eng,2231
Annals of the Former World,1/6/1999,720,4.34,3115,228,eng,696
The Normans in Sicily: The Normans in the South 1016-1130 and the Kingdom in the Sun 1130-1194,9/1/2004,816,4.34,268,16,eng,1519
The Collected Poems of Wilfred Owen,1/17/1965,192,4.34,3151,106,eng,1351
Lectures on Literature,12/16/2002,385,4.34,1606,83,eng,1232
Absolute Truths (Starbridge #6),8/14/1996,672,4.34,1066,52,eng,1681
The Plague The Fall Exile and the Kingdom and Selected Essays,8/17/2004,656,4.34,843,30,eng,670
Death Note Vol. 5: Whiteout (Death Note #5),5/2/2006,201,4.34,19274,583,eng,2164
Bleach Volume 16,12/5/2006,208,4.34,5763,75,eng,2164
Bleach Volume 18,4/3/2007,208,4.34,7781,70,eng,2164
Chosen By God: Know God's Perfect Plan for His Glory and His Children,9/21/1994,208,4.34,6861,205,eng,2059
Maus I: A Survivor's Tale: My Father Bleeds History (Maus #1),11/1/1991,159,4.34,203013,4873,eng,1467
Later Works: Black Boy (American Hunger) / The Outsider,10/1/1991,887,4.34,53,7,eng,1147
Joy in the Morning,4/6/1998,2,4.34,49,7,eng,230
The Dot and the Line: A Romance in Lower Mathematics,2/12/1977,62,4.34,57,6,eng,1658
Joy in the Morning (Jeeves #8),3/14/2002,296,4.34,38,0,eng,665
Problems of Dostoevsky's Poetics,6/21/1984,334,4.34,641,29,eng,2083
The Malloreon Vol. 1: Guardians of the West / King of the Murgos / Demon Lord of Karanda (The Malloreon #1-3),8/30/2005,816,4.34,4839,71,eng,528
Terry: Terry Fox and His Marathon of Hope,8/4/2005,176,4.34,256,22,eng,595
Transmetropolitan Vol. 2: Lust for Life,2/1/1999,208,4.34,15496,281,eng,2123
Discourses Books 3-4. The Enchiridion (Loeb Classical Library #218),1/1/1928,576,4.34,110,7,eng,936
Postwar: A History of Europe Since 1945,9/5/2006,933,4.34,8017,571,eng,1498
Tales of Mystery and Madness,8/30/2011,135,4.34,2226,139,eng,141
A Light in the Attic,10/7/2002,176,4.34,349247,2567,eng,901
The Missing Piece Meets the Big O,1/24/2006,104,4.34,10503,505,eng,897
Embracing Love Vol. 4,1/1/2007,208,4.34,594,9,eng,237
Japan at War: An Oral History,10/1/1993,493,4.34,718,87,eng,1363
Lorca & Jimenez: Selected Poems,4/30/1997,208,4.34,114,8,eng,239
The Harry Bosch Novels Volume 1: The Black Echo / The Black Ice / The Concrete Blonde (Harry Bosch #1-3),10/22/2001,794,4.34,2023,83,eng,2291
Tales,2/3/2005,838,4.34,2525,174,eng,1147
The Dream Kingdom (The Morland Dynasty #26),11/1/2004,640,4.34,195,7,eng,2291
