id,titulo,fecha_publicación,num_páginas,ranking,num_votantes_libro,num_comentarios,Id_idioma,id_editorial
8082,Krik? Krak!: ReÌcits,7/4/1997,240,4.12,79,10,fre,1650
8083,The Name of the Rose (Everyman's Library (Cloth)),9/26/2006,560,4.12,1338,113,eng,665
8084,The Man Who Listens to Horses,11/28/1998,352,4.12,9963,206,eng,188
8085,Sister Freaks: Stories of Women Who Gave Up Everything for God,10/5/2005,320,4.12,492,32,eng,685
8086,The Laughing Corpse (Anita Blake Vampire Hunter #2),8/2/2005,301,4.12,67686,1409,eng,252
8087,Flowers for Algernon,3/31/1989,218,4.12,190,21,eng,958
8088,Faithless (Grant County #5),7/25/2006,549,4.12,21130,708,eng,538
8089,The Hunt for Zero Point: Inside the Classified World of Antigravity Technology,12/18/2007,320,4.12,323,37,eng,336
8090,Dragons of Winter Night (Dragonlance: Chronicles #2),7/1/2003,361,4.12,424,20,eng,2245
8091,Understanding Media: The Extensions of Man,11/1/2003,616,4.12,120,11,eng,787
8092,Scholastic Success with 4th Grade Workbook,6/1/2003,416,4.12,8,0,eng,1961
8093,Big Dog... Little Dog,5/27/2003,48,4.12,93,10,eng,1658
8094,Runny Babbit Book and Abridged CD,9/26/2006,96,4.12,44,6,eng,437
8095,The Art of Listening,9/1/1998,204,4.12,290,16,eng,289
8096,Moose Master (Adam Sharp #5),4/27/2004,48,4.12,12,2,eng,1658
8097,Vegas Bites: A Werewolf Romance Anthology,11/15/2006,346,4.12,195,6,eng,1474
8098,Meeting Jesus Again for the First Time: The Historical Jesus and the Heart of Contemporary Faith,4/7/2015,160,4.12,4272,260,eng,879
8099,The Flame Trees of Thika: Memories of an African Childhood,2/1/2000,281,4.12,4773,217,eng,1492
8100,Laura: The Life of Laura Ingalls Wilder,5/1/1977,241,4.12,5628,125,eng,169
8101,Ruby Ann's Down Home Trailer Park Cookbook,5/3/2005,240,4.12,50,5,eng,414
8102,The Long Shadow (The Morland Dynasty #6),6/1/1994,367,4.12,376,17,eng,1172
8103,The Poems of Exile: Tristia and the Black Sea Letters,1/18/2005,451,4.12,432,14,eng,2075
8104,Reading Greek Tragedy,8/5/1986,302,4.12,32,3,eng,353
8105,Truman,6/14/1993,1120,4.12,71764,1937,eng,1864
8106,Mornings on Horseback: The Story of an Extraordinary Family a Vanished Way of Life and the Unique Child Who Became Theodore Roosevelt,5/12/1982,445,4.12,23064,1191,eng,1864
8107,The Rock That Is Higher: Story as Truth,3/19/2002,320,4.12,496,48,eng,1824
8108,Night Draws Near: Iraq's People in the Shadow of America's War,9/5/2000,507,4.12,643,61,eng,1899
8109,How to Stop Worrying and Start Living,10/5/2004,358,4.12,61639,1607,eng,3
8110,Battle Angel Alita - Last Order : Guilty Angel Vol. 07,6/13/2006,208,4.12,340,4,eng,2162
8111,The Creation of the American Republic 1776-1787,4/6/1998,675,4.12,1792,43,eng,1413
8112,When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,11/1/1993,400,4.12,2593,252,eng,1581
8113,Easy Riders Raging Bulls,4/4/1999,512,4.12,5305,341,eng,1864
8114,Fear and Loathing on the Campaign Trail '72,10/1/2006,481,4.12,17227,662,eng,2189
8115,Ten Apples Up On Top!,8/4/2003,62,4.12,31251,494,eng,437
8116,High Rhulain (Redwall #18),9/22/2005,341,4.12,134,11,eng,1547
8117,Redwall (Redwall #1),9/4/2006,352,4.12,88167,2604,eng,1704
8118,Grandma Baa (Easy Peasy People),10/14/1989,32,4.12,6,0,eng,1658
8119,The Second Sex,3/18/1993,848,4.12,47,6,eng,665
8120,The Second Sex,8/7/1997,880,4.12,333,27,eng,2139
8121,Shadow Game (GhostWalkers #1),8/26/2003,323,4.12,15827,616,eng,252
8122,Jane Eyre,2/4/2003,532,4.12,1409369,27884,eng,1492
8123,The Ends of the Earth: A Journey to the Frontiers of Anarchy,1/28/1997,496,4.12,1278,74,eng,2139
8124,The Ends Of The Earth: A Journey At The Dawn Of The 21st Century,2/27/1996,476,4.12,10,3,eng,1658
8125,Che Guevara: A Revolutionary Life,3/9/1998,814,4.12,15468,548,eng,824
8126,Jane Eyre,6/29/2006,590,4.12,8333,874,eng,1492
8127,Jane Eyre,12/13/2000,534,4.12,1475,156,eng,1394
8128,The Line Between,8/15/2006,231,4.12,707,97,eng,1944
8129,Journey to Ixtlan,2/1/1991,272,4.12,8541,257,eng,2198
8130,Jack of Kinrowan: Jack the Giant-Killer / Drink Down the Moon,9/5/2000,412,4.12,3685,95,eng,1906
8131,Museum of Terror Vol. 3: The Long Hair in the Attic,11/21/2006,392,4.12,628,26,eng,501
8132,The Other Wind (Earthsea Cycle #6),9/30/2003,211,4.12,14393,635,eng,28
8133,The Farthest Shore (Earthsea Cycle #3),11/1/2004,259,4.12,79809,1224,eng,3
8134,More Milly Molly Mandy,9/1/1999,224,4.12,846,17,eng,1098
8135,Child of the Prophecy (Sevenwaters #3),6/16/2003,596,4.12,17071,708,eng,2023
8136,Wherever You Go There You Are: Mindfulness Meditation in Everyday Life,1/5/2005,304,4.12,30333,1293,eng,836
8137,Blindness and Insight: Essays in the Rhetoric of Contemporary Criticism,10/3/1983,342,4.12,180,9,eng,2082
8138,The Hermit's Story,9/18/2003,192,4.12,437,45,eng,1232
8139,In the Land of Time: And Other Fantasy Tales,2/24/2004,432,4.12,605,40,eng,1492
8140,Nineteen Minutes,3/5/2007,440,4.12,270574,13491,eng,152
8141,Easy Riders Raging Bulls: How the Sex-Drugs-And-Rock-'N'-Roll Generation Saved Hollywood,12/10/2014,506,4.12,414,26,eng,289
8142,Cosmos and Pornografia: Two Novels,3/23/1994,362,4.12,241,25,eng,824
8143,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,6/15/1999,352,4.12,85408,4334,eng,94
8144,The Hot Zone: The Chilling True Story of an Ebola Outbreak,8/1/1995,384,4.12,163,26,eng,457
8145,Flowers for Algernon,5/1/2005,311,4.12,337596,9949,eng,938
8146,Three Novels & Five Short Stories,12/12/1988,677,4.12,33,2,eng,1658
8147,Mistress of Magic (The Mists of Avalon #1),4/1/1993,14,4.12,12,4,eng,1700
8148,Book of Nightmares (Diadem Worlds of Magic #6),3/8/2005,192,4.12,334,2,eng,1181
8149,Pippi Goes on Board,2/24/1977,140,4.12,10399,156,eng,1637
8150,A Note Slipped Under the Door: Teaching from Poems We Love,1/1/2000,256,4.12,57,5,eng,1919
8151,The Dead Yard (Michael Forsythe #2),12/26/2006,364,4.12,1506,101,eng,1585
8152,Echo Park (Harry Bosch #12,10/9/2006,35,4.12,11,174,eng,1172
8153,Betrayal of Trust: The Collapse of Global Public Health,8/15/2001,768,4.12,1126,50,eng,836
8154,Dragons of Winter Night (Dragonlance: Chronicles #2),4/10/2007,358,4.12,35536,401,eng,555
8155,Classic Myths to Read Aloud: The Great Stories of Greek and Roman Mythology Specially Arranged for Children Five and Up by an Educational Expert,4/28/1992,272,4.12,249,44,eng,336
8156,The Dark Descent Vol 1: The Color of Evil,9/19/1990,304,4.12,2,0,eng,800
8157,Classical Drawing Atelier: A Contemporary Guide to Traditional Studio Practice,11/1/2006,160,4.12,3686,24,eng,2203
8158,No god but God: The Origins Evolution and Future of Islam,1/10/2006,310,4.12,16918,1107,eng,1658
8159,Summa Theologica 5 Vols,1/1/1981,3020,4.12,2734,84,eng,406
8160,On Democracy Revolution and Society,9/15/1982,402,4.12,25,0,eng,2077
8161,The Philosophy of Antonio Negri Volume One: Resistance in Practice,7/20/2005,265,4.12,8,1,eng,1584
8162,On Intelligence,8/1/2005,261,4.12,5347,396,eng,820
8163,Financial Intelligence: A Manager's Guide to Knowing What the Numbers Really Mean,1/1/2006,272,4.12,1870,92,eng,932
8164,The Night of Wishes,4/17/1995,216,4.12,3014,56,eng,696
8165,Diary of a Madman and Other Stories,12/29/2006,84,4.12,7266,210,eng,596
8167,Take a Thief (Valdemar #25),10/1/2002,435,4.12,11911,174,eng,511
8168,Fiasco,3/15/1988,322,4.12,2281,166,eng,1232
8169,The Story of Philosophy,9/20/2004,1162,4.12,31,4,eng,156
8170,Furies of Calderon (Codex Alera #1),6/28/2005,504,4.12,84357,3322,eng,28
8171,Nixon Agonistes: The Crisis of the Self-Made Man,11/14/2002,640,4.12,430,32,eng,1232
8172,The Black Stallion and Satan (The Black Stallion #5),4/14/1992,224,4.12,6280,53,eng,2261
8173,Foundations of Clinical Research: Applications to Practice,1/1/2000,742,4.12,18,1,eng,1613
8174,The Lunatic Cafe (Anita Blake Vampire Hunter #4),3/1/2005,352,4.12,64036,962,eng,252
8175,Jane Eyre,2/1/2001,452,4.12,684,50,eng,1453
8176,Shooting an Elephant,6/5/2003,368,4.12,7029,255,eng,1492
8177,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,1/1/1991,704,4.12,10553,550,eng,1585
8178,Paul Revere's Ride,4/19/1995,464,4.12,3907,208,eng,1453
8179,Vanish (Rizzoli & Isles #5),8/29/2006,401,4.12,46863,1157,eng,188
8180,Echo Park (Harry Bosch #12,10/9/2006,1511,4.12,405,36333,eng,1172
8181,Miskatonic University: Dire Secrets & Campus Life (Call of Cthulhu RPG),10/12/2005,242,4.12,38,0,eng,386
8182,Spooks: The Haunting of America: The Private Use of Secret Agents,8/1/1978,478,4.12,24,1,eng,1317
8183,The Three Musketeers (Classic Starts),2/1/2007,151,4.12,514,31,eng,1920
8184,Star Wars: The New Essential Guide to Vehicles & Vessels,9/30/2003,200,4.12,209,7,eng,528
8185,Tallchief: The Hunter (The Tallchiefs #9),1/25/2002,192,4.12,47,1,eng,1839
8186,The Doom That Came to Sarnath and Other Stories,9/13/1991,208,4.12,2774,65,eng,528
8187,Wonderful Life: The Burgess Shale and the Nature of History,9/17/1990,352,4.12,8207,179,eng,1394
8188,Mary Engelbreit's Home Companion,8/1/1994,128,4.12,60,2,eng,100
8189,Caesar's Commentaries: On the Gallic War & On the Civil War,10/1/2005,340,4.12,424,31,eng,649
8190,Built To Last: Building America's Amazing Bridges Dams Tunnels and Skyscrapers (Built to Last),10/1/2005,128,4.12,24,6,eng,1786
8191,Europe and the People Without History,12/3/1982,534,4.12,995,32,eng,2075
8192,How to Stop Worrying and Start Living,5/23/1990,293,4.12,240,16,eng,2119
8193,Skeleton Coast (Oregon Files #4),10/3/2006,373,4.12,7591,210,eng,252
8194,The Caine Mutiny Court-Martial,4/20/1954,120,4.12,281,10,eng,588
8195,Alaska,11/12/2002,868,4.12,9330,590,eng,559
8196,Apologia Pro Vita Sua (A Defense of One's Life),6/17/2005,336,4.12,894,52,eng,596
8197,Design Like You Give a Damn: Architectural Responses to Humanitarian Crises,1/15/2006,336,4.12,792,27,eng,2107
8198,Monkeewrench (Monkeewrench #1),4/6/2004,421,4.12,8031,618,eng,765
8199,Pippi Calzaslargas (Pippi Calzaslargas #1),7/1/2005,137,4.13,85,14,spa,642
8200,El talismÃ¡n,7/1/2003,375,4.13,12,1,spa,1570
8201,Lo Ãºnico que no podrÃ¡s hacer en el cielo,3/1/2007,255,4.13,15,0,spa,1236
8202,Narraciones Extraordinarias,6/1/2004,316,4.13,36,4,spa,1458
8203,Demian,6/11/2002,256,4.13,28,3,mul,596
8204,Il genio dei numeri,2/1/2002,442,4.13,45,5,ita,1724
8205,The Warren Buffett Way,10/1/2005,245,4.13,228,16,eng,1071
8206,Regeneration (Species Imperative #3),5/2/2006,543,4.13,54,2,eng,511
8207,Voyage of Slaves (Flying Dutchman #3),9/14/2006,356,4.13,2288,69,eng,1547
8208,A Redwall Winter's Tale,10/21/2004,72,4.13,2353,43,eng,1637
8209,Switch on the Night,9/14/2004,40,4.13,198,12,eng,603
8210,Marley & Me: Life and Love with the World's Worst Dog,10/31/2006,306,4.13,697,158,eng,1317
8211,Tales of Power,1/1/1991,304,4.13,4657,89,eng,2198
8212,A Treasury of Dick and Jane and Friends (Dick and Jane),9/15/2003,200,4.13,371,43,eng,823
8213,Orville: A Dog Story,9/22/2003,32,4.13,159,39,eng,421
8214,The Subtle Knife (His Dark Materials #2),9/9/2003,288,4.13,4750,337,eng,1127
8215,Black Light (Bob Lee Swagger #2),5/1/1996,4,4.13,17,0,eng,1658
8216,Speaks the Nightbird (Matthew Corbett #1),9/1/2002,726,4.13,145,31,eng,1720
8217,The Killing Dance (Anita Blake Vampire Hunter #6),4/4/2006,368,4.13,59524,946,eng,252
8218,The Treasure Principle: Unlocking the Secret of Joyful Giving,10/9/2001,120,4.13,4088,290,eng,1324
8219,Mad Cowboy: Plain Truth from the Cattle Rancher Who Won't Eat Meat,8/2/2001,224,4.13,1877,171,eng,1800
8220,Dear Peter Rabbit,1/1/2006,32,4.13,7,0,eng,53
8221,Black Hearts in Battersea (The Wolves Chronicles #2),10/25/1999,240,4.13,3626,145,eng,983
8222,A Different Mirror: A History of Multicultural America,6/1/1994,508,4.13,3389,212,eng,181
8223,Bite Me!: An Unofficial Guide to the World of Buffy the Vampire Slayer,9/1/2002,450,4.13,338,8,eng,625
8224,Always Remember Me: How One Family Survived World War II,4/1/2005,48,4.13,135,37,eng,141
8225,Reading the Bible Again for the First Time: Taking the Bible Seriously but Not Literally,4/7/2015,321,4.13,2959,187,eng,879
8226,The Sorrows of Empire: Militarism Secrecy and the End of the Republic,4/1/2005,389,4.13,1332,75,eng,1906
8227,Strangers from a Different Shore: A History of Asian Americans,9/23/1998,640,4.13,888,45,eng,181
8228,Reduced Shakespeare: The Attention-impaired Readers Guide to the World's Best Playwright,7/11/2006,256,4.13,281,53,eng,836
8229,Slider,4/27/2004,416,4.13,66,7,eng,1054
8230,The Secret Garden,1/30/2003,288,4.13,517,13,eng,1492
8231,The Adventures of Charlie and Mr. Willy Wonka: A Fully Dramatized Recording,11/25/2004,4,4.13,11,2,eng,1637
8232,Artesia: Adventures in the Known World,12/14/2005,352,4.13,52,4,eng,113
8234,Against the Day,11/21/2006,1085,4.13,5296,587,eng,1492
8235,Tesla Papers,12/1/2000,100,4.13,102,2,eng,45
8236,The Kingdom of God Is Within You,9/8/2006,352,4.13,2403,210,eng,596
8237,City Eclogue,1/30/2006,136,4.13,67,7,eng,140
8238,The World Treasury of Physics Astronomy & Mathematics from Albert Einstein to Stephen W. Hawking & from Annie Dillard to John Updike,6/30/1993,859,4.13,371,12,eng,181
8239,Cities of Salt (Ù…Ø¯Ù† Ø§Ù„Ù…Ù„Ø­ #1),7/17/1989,627,4.13,856,105,eng,2139
8240,The Secret Garden,9/1/1998,331,4.13,764134,11796,eng,403
8241,The Secret Garden,7/1/2003,281,4.13,1739,116,eng,1834
8242,The Giver (The Giver #1),1/24/2006,208,4.13,1585589,56604,eng,652
8243,Primal Heat (Includes: Breeds #8.5,5/15/2004,3567,4.13,196,62,eng,2
8244,Anita Diamant's The Red Tent: A Reader's Guide,9/7/2004,88,4.13,440,55,eng,289
8245,Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,2/23/1999,304,4.13,1059,35,eng,756
8246,The Last Christmas of Ebenezer Scrooge,9/1/2004,168,4.13,14,3,eng,2220
8247,Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,2/3/2004,424,4.13,7072,453,eng,544
8248,Howl and Other Poems,1/1/2001,56,4.13,85143,1284,eng,416
8249,Charlie and the Chocolate Factory (Charlie Bucket #1),6/2/2005,176,4.13,558799,7239,eng,1637
8250,Playing Easy to Get (B.A.D. Agency #1.5,2/7/2006,12509,4.13,352,340,eng,3
8251,The Power of Now: A Guide to Spiritual Enlightenment,8/19/2004,229,4.13,159883,7012,eng,1366
8252,When the Heart Waits: Spiritual Direction for Life's Sacred Questions,10/11/2016,240,4.13,2366,231,eng,879
8253,Rainforest Home Remedies: The Maya Way To Heal Your Body and Replenish Your Soul,1/9/2001,221,4.13,66,7,eng,879
8254,Happy Birthday to You!,8/12/1959,64,4.13,4344,262,eng,1658
8255,A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America,2/7/2006,352,4.13,686,52,eng,437
8256,In a Dry Season (Inspector Banks #10),7/3/2000,480,4.13,6193,355,eng,169
8257,King Arthur Flour Whole Grain Baking: Delicious Recipes Using Nutritious Whole Grains,10/9/2006,544,4.13,4866,78,eng,471
8258,Letters of E.B. White,11/28/2006,736,4.13,694,39,eng,879
8259,Industrial Magic (Women of the Otherworld #4),10/26/2004,528,4.13,777,48,eng,193
8260,Marley and Me: Life and Love With the World's Worst Dog,10/18/2005,291,4.13,414947,12116,eng,1317
8261,Celebrations: Rituals of Peace and Prayer,10/24/2006,128,4.13,748,105,eng,1658
8262,The Talisman,11/8/1984,646,4.13,1259,131,eng,2127
8263,Five Complete Novels,9/4/1985,579,4.13,58,13,eng,1658
8264,Wonderful Alexander and the Catwings,9/1/1994,42,4.13,21,1,eng,1427
8266,Amelia Bedelia Goes Camping,4/15/2003,64,4.13,2082,76,eng,817
8267,Farewell to Salonica: City at the Crossroads,6/1/2003,299,4.13,63,3,eng,1476
8268,Conversations With God: An Uncommon Dialogue Book 2,12/3/2005,263,4.13,21800,225,eng,852
8269,Looking for God in Harry Potter,2/17/2006,234,4.13,1347,94,eng,1770
8270,On a Pale Horse,9/12/1984,325,4.13,156,13,eng,528
8271,Money in the Bank,4/7/2005,290,4.13,321,27,eng,22
8272,About This Life,5/1/1999,304,4.13,595,56,eng,941
8273,Field Notes: The Grace Note of the Canyon Wren,6/8/2004,176,4.13,323,19,eng,2139
8274,John James Audubon,4/11/2006,528,4.13,460,65,eng,2139
8275,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,9/2/2005,688,4.13,20232,609,eng,1232
8276,Cocktail Time,10/21/2004,304,4.13,648,51,eng,22
8277,"Fire: From ""A Journal of Love"": The Unexpurgated Diary of AnaÃ¯s Nin 1934-1937",7/22/1996,448,4.13,585,31,eng,1232
8278,Fire: From A Journal of Love - The Unexpurgated Diary of AnaÃ¯s Nin (1934-1937),5/15/1995,448,4.13,196,6,eng,854
8279,The Diary of AnaÃ¯s Nin Vol. 6: 1955-1966,11/3/1977,432,4.13,319,11,eng,1232
8280,Morgoth's Ring (The History of Middle-Earth #10),12/14/1993,478,4.13,1619,44,eng,854
8281,Tolkien: The Illustrated Encyclopaedia,9/1/1996,288,4.13,3965,25,eng,2029
8282,Pippi Longstocking,4/21/2005,160,4.13,147067,2558,eng,1637
8283,It's Kind of a Funny Story,4/1/2006,444,4.13,704,111,eng,576
8284,The Complete Stories of Robert Louis Stevenson: Strange Case of Dr. Jekyll and Mr. Hyde and Nineteen Other Tales,10/8/2002,818,4.13,439,12,eng,1301
8285,Halloween,9/1/1982,166,4.13,13,0,eng,193
8286,Spares,11/2/1998,317,4.13,2566,160,eng,437
8287,Fables Vol. 3: Storybook Love,5/1/2004,190,4.13,32814,906,eng,2123
8288,The Closers (Harry Bosch #11,5/1/2005,28,4.13,12,198,eng,9
8289,Triptych (Will Trent #1),8/15/2006,393,4.13,42325,2011,eng,536
8290,Blood on the Moon: The Assassination of Abraham Lincoln,10/1/2005,360,4.13,497,58,eng,2101
8291,Hot Springs (Earl Swagger #1),6/1/2000,0,4.13,3,0,eng,1850
8292,The Book of the Dead (Pendergast #7,5/30/2006,16,4.13,0,112,eng,10
8293,Ranma 1/2 Vol. 7 (Ranma Â½ (US 2nd) #7),2/4/2004,184,4.13,1392,39,eng,2163
8294,Spandau: The Secret Diaries,2/5/1976,463,4.13,6,2,eng,1214
8295,Selected Letters 1940-1956,3/1/1996,656,4.13,804,21,eng,1492
8296,The Fugitive Factor (On The Run #2),6/1/2005,160,4.13,2499,151,eng,1786
8297,Charlotte's Web: Wilbur Finds a Friend,10/31/2006,32,4.13,64,9,eng,437
8298,The Boys Start the War the Girls Get Even,6/1/1994,10,4.13,366,23,eng,2261
8299,The Black Cauldron (The Chronicles of Prydain #2),5/16/2006,182,4.13,53962,1200,eng,1896
8300,Faulkner: A Biography,5/4/2005,778,4.13,82,10,eng,2102
8301,The Cats In Krasinski Square,8/1/2004,32,4.13,955,195,eng,1786
8302,An Unquiet Grave (Louis Kincaid #7),2/1/2006,384,4.13,614,68,eng,1564
8303,Germinal,1/29/2004,592,4.13,23134,750,eng,1492
8304,Lentil,4/27/1978,64,4.13,4076,104,eng,1637
8305,The Man Who Changed Everything: The Life of James Clerk Maxwell,10/15/2004,256,4.13,500,46,eng,2222
8306,Satan: His Psychotherapy and Cure by the Unfortunate Dr. Kassler J.S.P.S.,11/1/2000,496,4.13,519,52,eng,183
8307,The Book of the Dead (Pendergast #7,8/14/2006,947,4.13,454,27050,eng,2189
8308,America Alone: The End of the World As We Know It,10/1/2006,224,4.13,3095,362,eng,1711
8309,Five Dialogues: Euthyphro Apology Crito Meno Phaedo,10/1/2002,156,4.13,15657,227,eng,842
8310,Of Human Bondage,1/2/2007,684,4.13,37531,2201,eng,1834
8311,A Source Book in Indian Philosophy,4/21/1967,720,4.13,148,7,eng,1628
8312,The Sinner (Rizzoli & Isles #3),1/17/2005,419,4.13,33678,1099,eng,210
8313,The Closers (Harry Bosch #11,10/2/2006,1282,4.13,432,29913,eng,10
8314,Wyrd Sisters (Discworld #6,2/6/2001,1911,4.13,265,72785,eng,931
8315,RashÅmon and Seventeen Other Stories,10/31/2006,268,4.13,4813,239,eng,1492
8316,Lord of Chaos (The Wheel of Time #6),11/15/1995,1011,4.13,109234,1962,eng,2023
8317,Creating the Worlds of Star Wars: 365 Days,10/1/2005,744,4.13,87,10,eng,22
8318,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,11/1/2004,270,4.13,10390,447,eng,274
8319,On Basilisk Station (Honor Harrington #1),7/26/2005,458,4.13,33456,1424,eng,185
8320,Nightbirds on Nantucket (The Wolves Chronicles #3),10/25/1999,218,4.13,1946,96,eng,983
8321,One Flew Over the Cuckoo's Nest (SparkNotes Literature Guide),7/15/2002,72,4.13,4,0,eng,1888
8322,Blues for Mister Charlie,4/25/1995,144,4.13,1202,80,eng,2139
8323,Love Bites (Argeneau #2),1/6/2004,373,4.13,18631,564,eng,1197
8324,The Secret Garden,6/1/1999,298,4.13,254,24,eng,1786
8325,The Secret Garden,10/1/2004,248,4.13,575,61,eng,1920
8326,The Real Frank Zappa Book,8/3/1990,352,4.13,4934,223,eng,1556
8327,Mockingbird Wish Me Luck,5/31/2002,160,4.13,1818,85,eng,621
8329,The Crossing,4/28/1996,425,4.13,232,13,eng,1658
8330,One Tiny Turtle,6/14/2005,32,4.13,518,102,eng,356
8331,Worlds of Wonder,11/10/1988,368,4.13,0,0,eng,1431
8332,The Origins of Life: From the Birth of Life to the Origin of Language,11/26/2000,192,4.13,43,3,eng,1453
8333,Black Like Me,5/6/2003,208,4.13,53790,2118,eng,252
8334,Resurrection,2/1/2000,562,4.13,11468,530,eng,1713
8335,Hons and Rebels,9/30/2004,284,4.13,2999,200,eng,1401
8336,Wizard's First Rule (Sword of Truth #1),4/14/2003,836,4.13,204648,4986,eng,2023
8337,The Moon And Sixpence,9/2/1999,215,4.13,447,53,eng,2139
8338,When the Darkness Will Not Lift: Doing What We Can While We Wait for Godâ€”And Joy,12/14/2006,79,4.13,1279,126,eng,482
8339,The Subtle Knife (His Dark Materials #2),9/1/2007,326,4.13,677,77,eng,65
8340,The Subtle Knife (His Dark Materials #2),1/28/2000,8,4.13,39,8,eng,1158
8341,Co. Aytch: A Confederate Memoir of the Civil War,8/12/1997,240,4.13,23,2,eng,2029
8342,El Ãºltimo lector,7/15/2009,209,4.14,331,24,spa,93
8343,La gata perdida = The Missing Cat (Las Aventuras de Nicolas = Adventures with Nicholas),8/15/2006,64,4.14,0,0,spa,263
8344,Historia de una Gaviota y del Gato Que le EnseÃ±Ã³ a Volar,9/1/2003,128,4.14,9,1,spa,129
8345,Die Verschwundene Katze = The Missing Cat,1/1/1996,64,4.14,1,0,ger,263
8346,Die Mandarins von Paris,1/1/2000,1040,4.14,61,5,ger,1746
8347,Les Nouvelles Recettes irrÃ©sistibles de Roald Dahl,9/18/2002,64,4.14,0,0,fre,771
8348,La Chatte Perdue = The Missing Cat (Les Aventures avec Nicolas = Adventures with Nicholas),8/15/2006,64,4.14,1,0,fre,263
8349,Lincoln at Gettysburg: The Words That Remade America,6/12/1993,317,4.14,120,15,eng,1850
8350,Way of the Peaceful Warrior: A Book That Changes Lives,4/13/2006,240,4.14,39947,1622,eng,982
8351,You Can Have What You Want: Proven Strategies for Inner and Outer Success,10/15/2006,240,4.14,21,1,eng,944
8352,The Blue and Brown Books,1/1/1965,208,4.14,2027,38,eng,879
8353,Swann's Way (Remembrance of Things Past #1),10/1/2005,466,4.14,17,9,eng,216
8354,Fire from Within,1/1/1991,304,4.14,2554,67,eng,2198
8355,A Room of One's Own,8/1/2005,112,4.14,878,81,eng,1232
8356,J.R.R. Tolkien: Artist and Illustrator,10/18/2000,224,4.14,8140,32,eng,1232
8357,Saint Thomas Aquinas,1/15/1974,167,4.14,2987,175,eng,1027
8358,Sensual Phrase Vol. 3,8/11/2004,192,4.14,744,11,eng,2163
8359,The Four Loves,6/5/2002,170,4.14,34681,1084,eng,437
8360,When True Night Falls (The Coldfire Trilogy #2),10/4/2005,560,4.14,8188,139,eng,511
8361,Kafka on the Shore,1/26/2005,436,4.14,1989,315,eng,1102
8362,Desiring God: Meditations of a Christian Hedonist,7/16/2004,391,4.14,65,9,eng,1043
8363,A Smart Girl's Guide to Money: How to Make It Save It And Spend It,3/1/2006,95,4.14,536,65,eng,86
8364,La Cucina Di Lidia: Recipes and Memories from Italy's Adriatic Coast,4/8/2003,288,4.14,48,3,eng,423
8365,Wish You Were Here: The Official Biography of Douglas Adams,12/27/2005,368,4.14,2623,49,eng,528
8366,We Were Not Like Other People,1/1/1989,216,4.14,1,0,eng,437
8367,Lincoln on Leadership: Executive Strategies for Tough Times,2/1/1993,193,4.14,5354,281,eng,349
8368,The Bacchae and Other Plays,1/26/2006,360,4.14,164,8,eng,1492
8369,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),5/15/1969,254,4.14,5032,36,eng,2076
8370,Electra and Other Plays,4/30/1953,218,4.14,135,9,eng,1492
8371,The Mindâ€™s I: Fantasies and Reflections on Self and Soul,4/1/1985,512,4.14,4786,92,eng,193
8372,Persuasion,3/18/2004,249,4.14,441462,11308,eng,1453
8373,The Letters of John and Abigail Adams,12/30/2003,512,4.14,275,28,eng,1492
8374,The Complete Short Stories,5/1/2001,864,4.14,875,33,eng,1431
8375,Applied Economics: Thinking Beyond Stage One,11/13/2003,256,4.14,1546,122,eng,224
8376,E. M. Forster: A Life,5/2/1994,648,4.14,141,11,eng,1232
8377,When Broken Glass Floats: Growing Up Under the Khmer Rouge,4/17/2001,336,4.14,3534,320,eng,1394
8378,Warfare in the Classical World: An Illustrated Encyclopedia of Weapons Warriors and Warfare in the Ancient Civilizations of Greece and Rome,10/15/1995,224,4.14,383,19,eng,2088
8379,Kafka on the Shore,1/3/2006,467,4.14,225397,12452,eng,2139
8380,Iron Kingdom: The Rise and Downfall of Prussia 1600â€“1947,9/29/2006,776,4.14,2583,183,eng,245
8381,A Christmas Carol and Other Christmas Writings,10/30/2003,288,4.14,30393,449,eng,1492
8382,The Everyman Anthology of Poetry for Children,9/27/1994,379,4.14,22,4,eng,665
8383,The Ethics of Rhetoric,11/3/1995,240,4.14,65,9,eng,1740
8384,Li Po and Tu Fu: Poems,4/26/1973,256,4.14,389,28,eng,1492
8385,The Wonderful Story of Henry Sugar and Six More,9/11/2001,240,4.14,15116,663,eng,1102
8386,The Maps of Tolkien's Middle-earth,10/2/2003,80,4.14,7649,31,eng,854
8387,Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior,1/2/2006,358,4.14,7633,975,eng,854
8388,Iran Awakening: A Memoir of Revolution and Hope,5/2/2006,232,4.14,3187,267,eng,1658
